,forcing function
1263,-6.299776815073926
1264,-6.398856425688849
1265,-5.853451332283885
1266,-4.956080707776303
1267,-4.159106230536839
1268,-3.757899352715292
1269,-3.6923034972558777
1270,-3.6046572768926812
1271,-3.110166940658368
1272,-2.08537464058726
1273,-0.7696485474174999
1274,0.39079338563995125
1275,1.0447261386892959
1276,1.172567586631089
1277,1.098182710187246
1278,1.2771885460357826
1279,2.015619980664861
1280,3.309469564642243
1281,4.896880471329519
1282,6.45956901304888
1283,7.8139025858770825
1284,8.96057194528749
1285,9.984389841761235
1286,10.912911844562199
1287,11.664141447539999
1288,12.12750451258159
1289,12.301762667668271
1290,12.358076466646864
1291,12.552939672023841
1292,13.040930800268196
1293,13.730768115718723
1294,14.311006919687399
1295,14.449813458178943
1296,14.036231200139458
1297,13.28496881926906
1298,12.614554162950759
1299,12.371042567445322
1300,12.587861949010692
1301,12.955930471316334
1302,13.03309095985157
1303,12.550178900810819
1304,11.59762074201343
1305,10.55749473443207
1306,9.826027457668648
1307,9.522104252677863
1308,9.389765519432018
1309,8.966914194418676
1310,7.905118488848996
1311,6.219787950387369
1312,4.30011065861252
1313,2.6760956161815286
1314,1.7050480787494324
1315,1.3863271407175388
1316,1.413698150172533
1317,1.4062437946147868
1318,1.1442595064118912
1319,0.6533740634379672
1320,0.10647882997345676
1321,-0.3515475891055865
1322,-0.7078983107596835
1323,-1.0408496842494204
1324,-1.3871263661576556
1325,-1.6475383441989044
1326,-1.6264300888399768
1327,-1.1844525449935719
1328,-0.3813382048086961
1329,0.5188539654351525
1330,1.205201192279477
1331,1.5339215704127835
1332,1.6366206265232794
1333,1.8290993845605588
1334,2.374287612797217
1335,3.2688858928074778
1336,4.216817599437613
1337,4.821797112129746
1338,4.868894083572178
1339,4.491525060275725
1340,4.094589756353664
1341,4.077359842114707
1342,4.547472636772017
1343,5.231118024044638
1344,5.650655680472287
1345,5.452876834541262
1346,4.662853845342602
1347,3.6875908172912815
1348,3.0658456795299855
1349,3.1335780878970607
1350,3.827291922996129
1351,4.746268132337145
1352,5.415227226242745
1353,5.559810745287369
1354,5.215898541830886
1355,4.625445778671524
1356,4.0242533753586756
1357,3.489659870561903
1358,2.949904148995436
1359,2.3208243343374293
1360,1.6376705102987104
1361,1.0635691220802181
1362,0.765633317250801
1363,0.7644392688457204
1364,0.8896262493500807
1365,0.8911905466667268
1366,0.6282022780364145
1367,0.18672399852870936
1368,-0.17436378177369788
1369,-0.2193314294931925
1370,0.07251450326598247
1371,0.47205625653515465
1372,0.6628172327376004
1373,0.4891551465382199
1374,0.10365358365614101
1375,-0.10935200818637097
1376,0.20409295475357114
1377,1.1004035332716169
1378,2.2629281429995993
1379,3.1866167796599676
1380,3.5073755702927443
1381,3.252470979549446
1382,2.8362145914349735
1383,2.7979689741327136
1384,3.456234439336651
1385,4.708839406219784
1386,6.106578441980175
1387,7.140327565742269
1388,7.54224422650553
1389,7.405223898465854
1390,7.062175011590385
1391,6.834403290454172
1392,6.836412344361897
1393,6.963337950183008
1394,7.040999027218406
1395,7.0002525866501415
1396,6.93301431863561
1397,6.9930192739932995
1398,7.232897244570656
1399,7.5191795396243615
1400,7.601286489612554
1401,7.283595120552245
1402,6.563374937176652
1403,5.621322222118829
1404,4.668083882456211
1405,3.767912111038376
1406,2.784792578910649
1407,1.5039249904852057
1408,-0.1590939512467786
1409,-2.0281354025496308
1410,-3.73359696382068
1411,-4.9487640205109455
1412,-5.631621344730924
1413,-6.087850478171775
1414,-6.7887563229988634
1415,-8.053763679146407
1416,-9.813347402155017
1417,-11.623516676588102
1418,-12.933768869080824
1419,-13.434469289685783
1420,-13.251969007194653
1421,-12.862475236201847
1422,-12.786872668454395
1423,-13.27406770089714
1424,-14.179649542412118
1425,-15.104472011282896
1426,-15.678525641293767
1427,-15.786138770192833
1428,-15.587129041264221
1429,-15.344893555936054
1430,-15.208702617477684
1431,-15.116409925723863
1432,-14.87900407600157
1433,-14.365147637717023
1434,-13.631840863316897
1435,-12.897712729927072
1436,-12.384147937310026
1437,-12.153853022907516
1438,-12.075561484304451
1439,-11.940171059260356
1440,-11.630937171831608
1441,-11.20648962732664
1442,-10.8263061226032
1443,-10.578813205557609
1444,-10.35850514100364
1445,-9.908476307359722
1446,-9.016480775019536
1447,-7.722991633351628
1448,-6.371982188163974
1449,-5.438719137223812
1450,-5.23312066452588
1451,-5.680923960456699
1452,-6.34591882017111
1453,-6.695373249841238
1454,-6.439370728755842
1455,-5.716686749284849
1456,-5.0000607594552715
1457,-4.784232606783434
1458,-5.267404871552963
1459,-6.237516327710656
1460,-7.229848227901567
1461,-7.836047512382108
1462,-7.948111829871572
1463,-7.7787324713802315
1464,-7.664569161248061
1465,-7.809773632054342
1466,-8.156879848792272
1467,-8.466158820044399
1468,-8.526804096752073
1469,-8.331728387493149
1470,-8.086055007799448
1471,-8.052256107365604
1472,-8.358058272546414
1473,-8.914188322704955
1474,-9.496432357207908
1475,-9.916264035344252
1476,-10.139117182922867
1477,-10.258727577378743
1478,-10.358439605014269
1479,-10.38674643351609
1480,-10.165715839403214
1481,-9.541485710818069
1482,-8.561268932414224
1483,-7.522752465016061
1484,-6.827002654183307
1485,-6.7163182266394585
1486,-7.080292903860651
1487,-7.483558335612453
1488,-7.420090582096986
1489,-6.635174218879452
1490,-5.297499558378573
1491,-3.8984044043330215
1492,-2.940562767696475
1493,-2.6243571949431206
1494,-2.7422974379822356
1495,-2.847480609923489
1496,-2.573117678262755
1497,-1.8799821069580198
1498,-1.0663084771991607
1499,-0.5459670045752317
