Time,CV,FF,Input
0,0,-0.5680829,0
0.005584717,0,-0.5680829,0
0.007888794,0,-0.5680829,0
0.009811401,0,-0.5680829,0
0.01252747,0,-0.5680829,0
0.0144043,0,-0.5680829,0
0.0160675,0,-0.5680829,0
0.01789856,0,-0.5680829,0
0.01959229,0,-0.5680829,0
0.02130127,0,-0.5680829,0
0.02314758,0,-0.5680829,0
0.02516174,0,-0.5680829,0
0.0271759,0,-0.5680829,0
0.02906799,0,-0.5680829,0
0.03143311,0,-0.5680829,0
0.03437805,0,-0.5680829,0
0.03651428,0,-0.5680829,0
0.03846741,0,-0.5680829,0
0.04034424,0,-0.5680829,0
0.04299927,0,-0.5680829,0
0.04467773,0,-0.5680829,0
0.0463562,0,-0.5680829,0
0.04815674,0,-0.5680829,0
0.05007935,0,-0.5680829,0
0.05241394,0,-0.5680829,0
0.05409241,0,-0.5680829,0
0.05592346,0,-0.5680829,0
0.05839539,0,-0.5680829,0
0.06045532,0,-0.5680829,0
0.06248474,0,-0.5680829,0
0.06425476,0,-0.5680829,0
0.06599426,0,-0.5680829,0
0.06785583,0,-0.5680829,0
0.06990051,0,-0.5680829,0
0.07232666,0,-0.5680829,0
0.07469177,0,-0.5680829,0
0.07632446,0,-0.5680829,0
0.07789612,0,-0.5680829,0
0.07957458,0,-0.5680829,0
0.08151245,0,-0.5680829,0
0.08326721,0,-0.5680829,0
0.0851593,0,-0.5680829,0
0.08760071,0,-0.5680829,0
0.09117126,0,-0.5680829,0
0.09397888,0,-0.5680829,0
0.09587097,0,-0.5680829,0
0.09757996,0,-0.5680829,0
0.0993042,0,-0.5680829,0
0.1013336,0,-0.5680829,0
0.1034698,0,0.3977835,0
0.1054993,0,0.3977835,0
0.1079865,0,0.3977835,0
0.1100464,0,0.3977835,0
0.1128387,0,0.3977835,0
0.1154327,0,0.3977835,0
0.1173859,0,0.3977835,0
0.1190186,0,0.3977835,0
0.121109,0,0.3977835,0
0.1229248,0,0.3977835,0
0.1253052,0,0.3977835,0
0.1271362,0,0.3977835,0
0.1290588,0,0.3977835,0
0.1311493,0,0.3977835,0
0.1341095,0,0.3977835,0
0.1358948,0,0.3977835,0
0.1378479,0,0.3977835,0
0.1398468,0,0.3977835,0
0.1420441,0,0.3977835,0
0.1438141,0,0.3977835,0
0.145462,0,0.3977835,0
0.1473541,0,0.3977835,0
0.1490326,0,0.3977835,0
0.1507721,0,0.3977835,0
0.1530914,0,0.3977835,0
0.1547394,0,0.3977835,0
0.1563873,0,0.3977835,0
0.1582947,0,0.3977835,0
0.16008,0,0.3977835,0
0.1620331,0,0.3977835,0
0.1638336,0,0.3977835,0
0.1656494,0,0.3977835,0
0.1694946,0,0.3977835,0
0.1721649,0,0.3977835,0
0.1746674,0,0.3977835,0
0.1764374,0,0.3977835,0
0.1780853,0,0.3977835,0
0.1799164,0,0.3977835,0
0.1818085,0,0.3977835,0
0.1833954,0,0.3977835,0
0.1849976,0,0.3977835,0
0.1865997,0,0.3977835,0
0.1881866,0,0.3977835,0
0.1899414,0,0.3977835,0
0.1927643,0,0.3977835,0
0.1952515,0,0.3977835,0
0.1970978,0,0.3977835,0
0.1986694,0,0.3977835,0
0.2010498,0,0.3977835,0
0.2027588,0,0.3977835,0
0.2042694,0,0.7288278,0
0.2059021,0,0.7288278,0
0.207901,0,0.7288278,0
0.2094727,0,0.7288278,0
0.2127228,0,0.7288278,0
0.2151184,0,0.7288278,0
0.2167816,0,0.7288278,0
0.2186737,0,0.7288278,0
0.2202301,0,0.7288278,0
0.2224274,0,0.7288278,0
0.2242889,0,0.7288278,0
0.2259521,0,0.7288278,0
0.2277069,0,0.7288278,0
0.22966,0,0.7288278,0
0.2326202,0,0.7288278,0
0.2342834,0,0.7288278,0
0.2365875,0,0.7288278,0
0.2381439,0,0.7288278,0
0.2398376,0,0.7288278,0
0.2417908,0,0.7288278,0
0.2442627,0,0.7288278,0
0.2458344,0,0.7288278,0
0.2473602,0,0.7288278,0
0.2489471,0,0.7288278,0
0.2508392,0,0.7288278,0
0.2532196,0,0.7288278,0
0.2549133,0,0.7288278,0
0.2566681,0,0.7288278,0
0.2585144,0,0.7288278,0
0.2604675,0,0.7288278,0
0.2624207,0,0.7288278,0
0.2642517,0,0.7288278,0
0.266098,0,0.7288278,0
0.2677155,0,0.7288278,0
0.2694244,0,0.7288278,0
0.2720947,0,0.7288278,0
0.2742767,0,0.7288278,0
0.2760925,0,0.7288278,0
0.2778625,0,0.7288278,0
0.2796783,0,0.7288278,0
0.2814026,0,0.7288278,0
0.2838287,0,0.7288278,0
0.2854919,0,0.7288278,0
0.2872772,0,0.7288278,0
0.2890625,0,0.7288278,0
0.2912903,0,0.7288278,0
0.2937775,0,0.7288278,0
0.2953644,0,0.7288278,0
0.2970734,0,0.7288278,0
0.2986298,0,0.7288278,0
0.3003082,0,0.7288278,0
0.3019562,0,0.7288278,0
0.3036346,0,0.7288278,0
0.3053131,0,0.1572924,0
0.3072815,0,0.1572924,0
0.3093109,0,0.1572924,0
0.3116913,0,0.1572924,0
0.3134766,0,0.1572924,0
0.3152008,0,0.1572924,0
0.3169098,0,0.1572924,0
0.3185577,0,0.1572924,0
0.3204346,0,0.1572924,0
0.3222198,0,0.1572924,0
0.3245697,0,0.1572924,0
0.3269958,0,0.1572924,0
0.3286896,0,0.1572924,0
0.3302612,0,0.1572924,0
0.3324585,0,0.1572924,0
0.3340607,0,0.1572924,0
0.3356781,0,0.1572924,0
0.3372345,0,0.1572924,0
0.3392029,0,0.1572924,0
0.3414764,0,0.1572924,0
0.3433838,0,0.1572924,0
0.3450012,0,0.1572924,0
0.3467865,0,0.1572924,0
0.3485718,0,0.1572924,0
0.350235,0,0.1572924,0
0.3530273,0,0.1572924,0
0.3552551,0,0.1572924,0
