,forcing function
1229,2.7026015243211887
1230,3.0335314087115974
1231,3.255352500071785
1232,3.3238317496116254
1233,3.258778291931388
1234,3.1330389400009366
1235,3.0383081473669344
1236,3.0446432994191617
1237,3.172784764931572
1238,3.391244467034732
1239,3.6374611430332986
1240,3.8505993322711727
1241,3.9986269883978136
1242,4.0864072849568664
1243,4.142293431582628
1244,4.19237245677091
1245,4.2379525442863155
1246,4.249806157338534
1247,4.183234118725589
1248,4.00623797951144
1249,3.725263124476272
1250,3.3933671056238195
1251,3.0942801698434383
1252,2.9083464584241847
1253,2.8763123558313617
1254,2.979072230387011
1255,3.144411118165125
1256,3.2788111983544765
1257,3.309915218400619
1258,3.2195566520569563
1259,3.0513707022675507
1260,2.8890387652223795
1261,2.8153578474785066
1262,2.8716287687769033
1263,3.036731410978135
1264,3.235747617442759
1265,3.373769014235048
1266,3.3785563663925546
1267,3.231810171331076
1268,2.9747549081260773
1269,2.686446630099612
1270,2.4463169357326557
1271,2.299522984092929
1272,2.241375328189923
1273,2.226889102551079
1274,2.198710216454546
1275,2.117831250935892
1276,1.9809982827553
1277,1.8165435488564132
1278,1.6622925949051461
1279,1.538875215560361
1280,1.4341349581165757
1281,1.308157561107025
1282,1.1169876600487014
1283,0.842438248439729
1284,0.5112390270605347
1285,0.19151110506643415
1286,-0.03402816896191396
1287,-0.10639904155916981
1288,-0.021650036260656008
1289,0.16111400742961376
1290,0.3404921420017676
1291,0.41397410827017755
1292,0.3209781789614782
1293,0.06778392064162009
1294,-0.2773041898673453
1295,-0.6162101622743386
1296,-0.8654726920134532
1297,-0.9919326141587322
1298,-1.0233969052540428
1299,-1.0302375170090325
1300,-1.087865160167458
1301,-1.2388554576237378
1302,-1.472983232114849
1303,-1.7340123374135026
1304,-1.9486525407676436
1305,-2.062389608011787
1306,-2.064168755654448
1307,-1.988298271372729
1308,-1.8939576793060497
1309,-1.8340854451523354
1310,-1.83037407824656
1311,-1.8672109729807196
1312,-1.9068637907374253
1313,-1.9166356030312195
1314,-1.8922217847836544
1315,-1.86352846148483
1316,-1.8787379697114226
1317,-1.9744558222906217
1318,-2.147978391440189
1319,-2.3476172674664157
1320,-2.4883915070521576
1321,-2.4874720156106855
1322,-2.303090691150358
1323,-1.9577838895322948
1324,-1.533546419806672
1325,-1.1396501420901979
1326,-0.8671255297925762
1327,-0.7506559569412409
1328,-0.7554624625730468
1329,-0.7951018664524019
1330,-0.7715920303289951
1331,-0.618956238834837
1332,-0.3301154447444866
1333,0.044495654696901046
1334,0.4244165146854948
1335,0.7382594163917716
1336,0.9550587826731001
1337,1.0932781843441575
1338,1.2046408311030192
1339,1.3426360838440894
1340,1.5327840314153296
1341,1.7600249640565793
1342,1.9790642139694068
1343,2.141234840512216
1344,2.222841940734131
1345,2.2394382802981547
1346,2.2382277499368874
1347,2.2726746921721634
1348,2.37313589473844
1349,2.529757184177252
1350,2.697615529114997
1351,2.822306451342738
1352,2.8729806585262865
1353,2.8651371902354748
1354,2.8599405959442397
1355,2.938420640287751
1356,3.161881967328384
1357,3.5375950787489976
1358,4.007255692328635
1359,4.465309031073151
1360,4.799997399886199
1361,4.938870574045751
1362,4.87801375356486
1363,4.68169997470397
1364,4.452983954537109
1365,4.289223117482455
1366,4.2431340446572605
1367,4.30666829543064
1368,4.4235273020515145
1369,4.522298794472686
1370,4.552805355542386
1371,4.507778682349323
1372,4.42034702278356
1373,4.340566680537157
1374,4.304776835597331
1375,4.314614795897213
1376,4.336735023735577
1377,4.322836021688482
1378,4.238584657706845
1379,4.085218203230875
1380,3.9015066386334785
1381,3.7443169641454253
1382,3.657688376932007
1383,3.646931175493073
1384,3.672214396985284
1385,3.6662914318023083
1386,3.5683833810795176
1387,3.3573166595251926
1388,3.0665408055932812
1389,2.7721361474814326
1390,2.5582830538481374
1391,2.47624985325076
1392,2.516866401479382
1393,2.610536363139549
1394,2.655839844506236
1395,2.5639970806255894
1396,2.2986675302813944
1397,1.8926044371423858
1398,1.4335989469754047
1399,1.026605001474149
1400,0.7499039083208761
1401,0.6253894324044281
1402,0.6156304409738265
1403,0.6471472249750843
1404,0.6469409242667283
1405,0.5738012655559341
1406,0.4297710097032057
1407,0.2481018581255666
1408,0.06631406215948601
1409,-0.09973776559979616
1410,-0.2662031379531958
1411,-0.47041975896218996
1412,-0.7452565040903583
1413,-1.093328340500449
1414,-1.4762528183411747
1415,-1.8263251464785804
1416,-2.075977000254767
1417,-2.1904496476379287
1418,-2.186564346004151
1419,-2.1268644015643514
1420,-2.0906677568365093
1421,-2.135528583696316
1422,-2.2680946297914177
1423,-2.439368096088812
1424,-2.5676901573100794
1425,-2.5790725067062246
1426,-2.445613111170105
1427,-2.203178380407803
1428,-1.9392369646163266
1429,-1.756017254229307
1430,-1.726053467001349
1431,-1.860860291527802
1432,-2.107153126756525
1433,-2.37184767190764
1434,-2.5635097842101984
1435,-2.6305781517442273
1436,-2.57899228412463
1437,-2.4624551101894014
1438,-2.3520102383461357
1439,-2.3011985135383557
1440,-2.3241513412001518
1441,-2.396330560760432
1442,-2.475407312450049
1443,-2.5293808581226616
1444,-2.555794959589742
1445,-2.581349673730829
1446,-2.642329593276579
1447,-2.7571254036915134
1448,-2.906914761557883
1449,-3.0366619056712927
1450,-3.0779206112301805
1451,-2.9830018289367626
1452,-2.7531782337821156
1453,-2.4455371492528264
1454,-2.1531601328587846
1455,-1.9665846169368089
1456,-1.93430027927173
1457,-2.0412709988932236
1458,-2.216294147021478
1459,-2.36527869740805
1460,-2.414954027967545
1461,-2.34633823566598
1462,-2.2021222376946983
1463,-2.0646535471853897
1464,-2.015314565319952
1465,-2.094890390824047
1466,-2.283755320487049
1467,-2.5108538974445542
1468,-2.686453477660726
1469,-2.74241603851207
1470,-2.6607137284321696
1471,-2.4773732395290007
1472,-2.261526460540534
1473,-2.0813917940189968
1474,-1.9747590973906701
1475,-1.938215016360875
1476,-1.938904336357215
1477,-1.9406387537673675
1478,-1.9288852025634347
1479,-1.9203077044804133
1480,-1.9513894137084489
1481,-2.052481355609593
1482,-2.2221064313253156
1483,-2.4169058162474006
1484,-2.5647855605311154
1485,-2.5965461689672305
1486,-2.4809154410444516
1487,-2.2449697502134143
1488,-1.9682262777930817
1489,-1.7513127699831976
1490,-1.6728513219657237
1491,-1.7545987731496124
1492,-1.9515851531985695
1493,-2.1724014282153297
1494,-2.320482172991428
1495,-2.3371961847388865
1496,-2.2267318390006725
1497,-2.0515617447191894
1498,-1.9013795201507369
1499,-1.850916763055623
