,Time,V,Pitch_Deg,Pitch_Rad,Theta_dot_deg
0,0.0,0.0,0.0,0.0,
1,0.2117615,-0.5118558,0.0,0.0,0.0
2,0.4128418,-0.4932536,0.0,0.0,0.0
3,0.6291809,-0.7562499,0.0,0.0,0.0
4,0.8459167,-0.86510124,1.4810513889599997,0.02584922312858719,6.833441401743506
5,1.062347,-0.4581341,3.5072466580799997,0.061213001863063776,9.361883567688999
6,1.262573,-0.037090299999999965,3.5072466580799997,0.061213001863063776,0.0
7,1.478546,0.22953470000000004,3.5072466580799997,0.061213001863063776,0.0
8,1.67984,0.48314970000000007,3.5072466580799997,0.061213001863063776,0.0
9,1.895447,0.9331751000000001,3.5072466580799997,0.061213001863063776,0.0
10,2.095764,1.30247346,2.7534445606799998,0.04805667335499479,-3.7630460589964927
11,2.295898,1.4676807,2.600455734359999,0.04538651461694902,-0.7644319621853376
12,2.512115,1.4998949000000001,1.789798907159999,0.031237883878538295,-3.749274234680903
13,2.728821,1.5381358,-0.10226279844000113,-0.0017848225350813407,-8.731007473720162
14,2.928864,1.271193,-2.848821144840002,-0.0497213087778923,-13.72983981643947
15,3.129547,0.8544401,-2.848821144840002,-0.0497213087778923,0.0
16,3.346283,0.5180943000000001,-2.848821144840002,-0.0497213087778923,0.0
17,3.562073,0.44469120000000006,-2.848821144840002,-0.0497213087778923,0.0
18,3.778992,0.34443290000000004,-0.491236095240001,-0.008573687266578462,10.868504140255107
19,3.995544,0.2355872,2.1478937871599997,0.0374878185690723,12.187049218663415
20,4.212372,0.1851185999999999,2.1478937871599997,0.0374878185690723,0.0
21,4.429047,0.5101929999999999,2.1478937871599997,0.0374878185690723,0.0
22,4.645203,1.0791152,2.1478937871599997,0.0374878185690723,0.0
23,4.845673,1.4511574299999999,2.1478937871599997,0.0374878185690723,0.0
24,5.062897,1.67852029,2.1478937871599997,0.0374878185690723,0.0
25,5.278687,1.9181040999999999,0.7542586141199997,0.013164296227923387,-6.458293586542493
26,5.479401,2.0154052,-0.3965881748400004,-0.006921769425432944,-5.733764405871026
27,5.696014,1.9134027,-1.9929049786800004,-0.034782753557353406,-7.369441371662837
28,5.912262,1.5194952,-4.105125101880001,-0.07164794923407368,-9.767582235211416
29,6.112396,1.19707338,-4.171496182920001,-0.07280634312632966,-0.3316332109486673
30,6.328918,0.84204374,-4.171496182920001,-0.07280634312632966,0.0
31,6.544983,0.2903064,-4.171496182920001,-0.07280634312632966,0.0
32,6.745605,-0.2657762,-4.171496182920001,-0.07280634312632966,0.0
33,6.962128,-0.59251315,1.5806337821999996,0.027587263767640934,26.565907386836557
34,7.178467,-0.4419196,5.640766072920003,0.0984499403072446,18.767454276482713
35,7.38031,-0.617398,5.640766072920003,0.0984499403072446,0.0
36,7.595612,-0.992159,5.640766072920003,0.0984499403072446,0.0
37,7.795746,-1.2050640000000001,3.188919955320003,0.05565715280288452,-12.25102240298998
38,8.01236,-1.2487709999999999,2.880876069720003,0.05028077275852776,-1.4220866869177502
39,8.212463,-1.280105,2.880876069720003,0.05028077275852776,0.0
40,8.412842,-1.4551,2.880876069720003,0.05028077275852776,0.0
41,8.628845,-1.470262,6.318364017240002,0.1102762554403738,15.914075024513501
42,8.845337,-1.201194,6.318364017240002,0.1102762554403738,0.0
43,9.045624,-0.8960890000000004,6.318364017240002,0.1102762554403738,0.0
44,9.262268,-0.537236,6.318364017240002,0.1102762554403738,0.0
45,9.462555,-0.059583000000000386,4.112170844760001,0.07177092064557863,-11.015159109078507
46,9.6633,0.48002500000000037,3.8037277357200017,0.06638757283774276,-1.536492112082495
47,9.878815,1.0034590000000003,3.8037277357200017,0.06638757283774276,0.0
48,10.07965,1.3637819999999996,2.7428450821200014,0.04787167755512828,-5.282359417432184
49,10.29535,1.7325060000000003,0.8814969939600006,0.015385024891034578,-8.629337450904108
50,10.49594,2.299331,0.8814969939600006,0.015385024891034578,0.0
51,10.69644,2.853639,0.7940807067600005,0.013859322859525602,-0.4359914573566051
52,10.9118,3.0180800000000003,-4.33079067564,-0.07558655650458779,-23.796765334324075
53,11.112,2.8875870000000003,-6.675649132679996,-0.11651205707316972,-11.712579705494448
54,11.3129,2.9959088000000005,-6.675649132679996,-0.11651205707316972,0.0
55,11.52896,3.2644215,-6.675649132679996,-0.11651205707316972,0.0
56,11.74603,3.3264998,-6.675649132679996,-0.11651205707316972,0.0
57,11.9462,3.0764612,-6.675649132679996,-0.11651205707316972,0.0
58,12.16266,2.575402,-10.149263241479991,-0.17713806021545817,-16.047371841448637
59,12.37967,1.8497609,-10.150736795495993,-0.1771637785847434,-0.006790258587170167
60,12.59518,0.9482116,-10.150736795495993,-0.1771637785847434,0.0
61,12.81259,0.022813199999999978,-9.270774345095994,-0.1618055365313461,4.0474791886297545
62,13.02881,-0.30421940000000003,1.258462843704004,0.021964320136645663,48.69686980297847
63,13.24512,-0.16385719999999998,3.881437066584005,0.06774385652084126,12.125996129998617
64,13.44583,-0.24171289999999998,3.881437066584005,0.06774385652084126,0.0
65,13.66223,-0.39386527,3.881437066584005,0.06774385652084126,0.0
66,13.87894,-0.2627693,3.881437066584005,0.06774385652084126,0.0
67,14.09592,0.019084199999999996,3.881437066584005,0.06774385652084126,0.0
68,14.31287,0.10352159999999999,3.881437066584005,0.06774385652084126,0.0
69,14.52835,0.047754900000000045,0.868098430584005,0.01515117584508633,-13.984307759420863
70,14.7291,0.04713119999999993,0.003851042184005095,6.721336574408222e-05,-4.305092843835593
71,14.94586,0.33550009999999997,0.003851042184005095,6.721336574408222e-05,0.0
