,X,Y,Z
0,-109.89909677818487,0.4218856614910893,3.1910421615905404
1,-103.89909677818487,0.4218856614910893,3.1910421615905404
2,-97.89909677818487,0.4218856614910893,3.1910421615905404
3,-91.89909677818487,0.4218856614910893,3.1910421615905404
4,-85.89909677818487,0.4218856614910893,3.1910421615905404
5,-79.89909677818487,0.4218856614910893,3.1910421615905404
6,-73.89909677818487,0.4218856614910893,3.1910421615905404
7,-67.89909677818487,0.4218856614910893,3.1910421615905404
8,-61.89909677818487,0.4218856614910893,3.1910421615905404
9,-55.89909677818487,0.4218856614910893,3.1910421615905404
10,-49.89909677818487,0.4218856614910893,3.1910421615905404
11,-43.89909677818487,0.4218856614910893,3.1910421615905404
12,-37.89909677818487,0.4218856614910893,3.1910421615905404
13,-31.89909677818487,0.4218856614910893,3.1910421615905404
14,-25.89909677818487,0.4218856614910893,3.1910421615905404
15,-19.89909677818487,0.4218856614910893,3.1910421615905404
16,-13.89909677818487,0.4218856614910893,3.1910421615905404
17,-7.8990967781848695,0.4218856614910893,3.1910421615905404
18,-1.8990967781848695,0.4218856614910893,3.1910421615905404
19,4.1009032218151305,0.4218856614910893,3.1910421615905404
20,10.10090322181513,0.4218856614910893,3.1910421615905404
21,16.10090322181513,0.4218856614910893,3.1910421615905404
22,22.10090322181513,0.4218856614910893,3.1910421615905404
23,28.10090322181513,0.4218856614910893,3.1910421615905404
24,34.10090322181513,0.4218856614910893,3.1910421615905404
25,40.10090322181513,0.4218856614910893,3.1910421615905404
26,46.10090322181513,0.4218856614910893,3.1910421615905404
27,52.10090322181513,0.4218856614910893,3.1910421615905404
28,58.10090322181513,0.4218856614910893,3.1910421615905404
29,64.10090322181513,0.4218856614910893,3.1910421615905404
30,70.10090322181513,0.4218856614910893,3.1910421615905404
31,76.10090322181513,0.4218856614910893,3.1910421615905404
32,82.10090322181513,0.4218856614910893,3.1910421615905404
33,88.10090322181513,0.4218856614910893,3.1910421615905404
34,94.10090322181513,0.4218856614910893,3.1910421615905404
35,100.10090322181513,0.4218856614910893,3.1910421615905404
36,106.10090322181513,0.4218856614910893,3.1910421615905404
37,-109.89909677818487,0.8662745910227376,11.178690030601148
38,-103.89909677818487,0.8662745910227376,11.178690030601148
39,-97.89909677818487,0.8662745910227376,11.178690030601148
40,-91.89909677818487,0.8662745910227376,11.178690030601148
41,-85.89909677818487,0.8662745910227376,11.178690030601148
42,-79.89909677818487,0.8662745910227376,11.178690030601148
43,-73.89909677818487,0.8662745910227376,11.178690030601148
44,-67.89909677818487,0.8662745910227376,11.178690030601148
45,-61.89909677818487,0.8662745910227376,11.178690030601148
46,-55.89909677818487,0.8662745910227376,11.178690030601148
47,-49.89909677818487,0.8662745910227376,11.178690030601148
48,-43.89909677818487,0.8662745910227376,11.178690030601148
49,-37.89909677818487,0.8662745910227376,11.178690030601148
50,-31.89909677818487,0.8662745910227376,11.178690030601148
51,-25.89909677818487,0.8662745910227376,11.178690030601148
52,-19.89909677818487,0.8662745910227376,11.178690030601148
53,-13.89909677818487,0.8662745910227376,11.178690030601148
54,-7.8990967781848695,0.8662745910227376,11.178690030601148
55,-1.8990967781848695,0.8662745910227376,11.178690030601148
56,4.1009032218151305,0.8662745910227376,11.178690030601148
57,10.10090322181513,0.8662745910227376,11.178690030601148
58,16.10090322181513,0.8662745910227376,11.178690030601148
59,22.10090322181513,0.8662745910227376,11.178690030601148
60,28.10090322181513,0.8662745910227376,11.178690030601148
61,34.10090322181513,0.8662745910227376,11.178690030601148
62,40.10090322181513,0.8662745910227376,11.178690030601148
63,46.10090322181513,0.8662745910227376,11.178690030601148
64,52.10090322181513,0.8662745910227376,11.178690030601148
65,58.10090322181513,0.8662745910227376,11.178690030601148
66,64.10090322181513,0.8662745910227376,11.178690030601148
67,70.10090322181513,0.8662745910227376,11.178690030601148
68,76.10090322181513,0.8662745910227376,11.178690030601148
69,82.10090322181513,0.8662745910227376,11.178690030601148
70,88.10090322181513,0.8662745910227376,11.178690030601148
71,94.10090322181513,0.8662745910227376,11.178690030601148
